X1,X2,X3,X4,X5,X6,X7,Y
A,-0.20371877613360864,1.8522714130246287,-1.4629007303792834,-0.6858366774939234,7.16542591463287,0.2060215508579298,-47.97177887519008
A,0.43037409320448866,0.07239793110502106,-0.583236076904284,-0.8501500748365269,7.716463773422661,-0.45734766128270476,14.204347980189425
B,-0.5462198771737541,2.174212681471025,-0.4712117073271023,-0.4254379603276924,8.677912372017513,0.5492268759920129,110.18201168587153
A,0.8367608535720236,-0.28691703578539607,0.9541815938046966,-0.8600062495066872,9.234169094791321,1.3824470729139617,46.99652089799246
B,0.40102243760269723,0.8563575193095214,-1.4284973238152872,-0.2283976826357131,8.114707310913285,-0.05507871767951367,40.558971497929086
A,-0.43649478550161447,3.2350651342947336,0.3757086961462379,-1.0305158535502394,8.314676989045758,1.4840610754313048,-102.85770572751446
A,0.7805787879747044,0.3281980067092054,1.584326593617592,0.19661675875891602,11.977560111135423,1.703716866364758,52.6674034205454
A,1.0879272603888652,1.6175643145738159,-1.780588463106317,-0.18801801949035937,7.843375497912965,0.2216705664055527,12.181777572962744
B,-0.28002378817711354,1.5375337689860673,-0.027651823662727545,0.3655244572799627,10.703397090897198,0.37786488579028754,94.46343197099552
A,-0.9676009150125139,0.1361249137535639,0.8248369531470217,1.1402558936530487,13.105348740453119,-2.0114744350267846,137.0916787952221
B,0.9091425456353824,-0.42100317311969226,0.31839278830641143,-0.270230941591697,9.777930905123018,-0.1838851802818396,12.643070505275816
B,-0.5586651168746781,-0.4444927833325392,-0.2966033767837986,0.5924271453459011,10.888250913908005,0.09100710788603382,38.943794220046605
A,-0.9261714208330387,0.7948255608650721,-0.39842413732275833,-0.09662211982033897,9.408331623036565,0.42182073134809156,66.48199734701792
B,-1.160535134921735,-0.620469096137833,0.5735729045459061,-0.5030256569522998,9.567521590641306,-0.9537160676132207,58.933204272101506
B,-0.3456090829169411,-0.03284623177124024,-0.5283030930689725,0.10631564772738429,9.684328202385796,0.502697640309413,26.52762969824485
A,0.895419314884561,1.7166161685221393,-0.5537476309744549,1.2457604431002736,11.937773255226093,2.3936699994487394,38.3825386579114
B,-0.6398020534776918,1.3453628631951138,0.1442949711037977,-1.5423127478146865,7.059669475474425,-0.35997540131959166,48.41271048129778
A,0.7235236168181682,-0.38550246819922596,-1.1416560192814469,1.0039891237975966,10.866322228313747,0.5832825595488652,103.7735557370825
B,-1.7726464468173304,-1.568497339428394,0.6588538167147934,-1.2297920989192674,8.19926961887626,1.4412719796364069,98.06319542744475
B,-0.612717131390954,-1.6679084474537138,-0.9323751857415276,-1.6995097815082723,5.668605251241928,-0.4304327697079171,-79.31757241870034
B,1.1106431120522668,1.3139070337950416,1.5080953654689326,0.46789783230153287,12.443891030071999,-0.24972419712817095,122.55833931577486
B,0.34574005700137017,0.7814537307119063,0.01255083528997905,0.8879112720987266,11.788373379487432,-0.41922945555955704,72.21397854384756
A,-0.06212250452305612,-1.2227860388069796,-0.020889920329045773,-0.856465348561805,8.266179382547344,-0.8152787841317406,65.23907081669196
A,-0.0702453353543126,-0.21214116304978003,1.7253361569751262,-1.7866261994362045,8.152083758102718,-1.4391178904205697,-4.790901809269215
B,0.2394798484939572,-0.3697147879445368,0.39720190804261724,0.4556788886134828,11.308559685269584,-1.2109590525009089,11.0446849297797
B,0.022928227380367948,0.4381327916709628,0.975674189866504,-0.488420759957991,9.998832669950522,-1.2958373832948082,14.00921633859527
A,0.263988933984788,0.41828573739125197,1.7308867900126936,-3.0116269666887874,5.707632856635119,0.7514389954754914,-71.78066766273923
B,0.05672552246064972,-0.15135241715186876,-0.7374718140001917,0.1377281943255595,9.537984574650928,0.42754307756342025,10.040199507139105
A,-0.6344216701733681,-0.3991061143365504,1.3011172528880295,1.0062210219926526,13.313559296873336,-1.8109279505019944,121.77016343627187
A,1.0110379527293154,-1.5379064290667281,-0.8263701043702125,-0.0857306696541004,9.002168556321587,-0.8045259490744985,134.93471714877182
B,-0.5610579844149751,-0.3282307766841996,-0.1777894673507903,-0.6304137950358829,8.561382942577444,0.46388423423444436,4.595306718455859
B,-0.6640767626644777,1.056854285124041,-0.7974857011909555,0.8639794409263121,10.930473180661668,-1.0389174364570901,115.9603614363213
B,1.013470240706515,1.6298658555453704,0.2176440009472505,0.27026794547565713,10.758179891898566,-0.23360671026475668,120.22190065512714
A,0.5996856641819605,-0.2182132079034944,-0.016226483623788847,-0.3208227237842644,9.342128068807682,-0.6055479425542806,48.584673650823405
A,-0.42348594873134665,-0.13933355945929957,-0.8373859212101611,-2.195459220516657,4.771695637756525,0.4632366770584887,-5.985037109200718
