x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
5.527333694252091,-3.1164070598485476,-5.896290115196928,-2.295727186376378,-0.08767291500190533,-0.9201095747715011,0.2397380915779408,1.1368117032728746,3.2741290045765226,0.4150235735302905,-8.703701552996598,-3.8368157314524556,0.8325705418879847,-4.811139865533386,-0.617766612850162
3.7942939183963884,-5.591571596626049,-3.645241290829888,-1.0312322138216026,0.9408543467649567,-2.384974610073799,0.6653120797808837,0.9085854815910035,5.922437366585666,-1.8088507245142003,-5.116089312807282,-0.8456342284251512,1.1150660203880223,-2.974234838219254,-3.21703443326238
2.8048290232140523,0.35701163021669213,-4.317707728133041,-1.8455285419869938,0.12820185124511088,0.8542124087606067,-0.5563346574076942,-0.620787748579586,4.5759112653297125,1.0487823383171868,-5.124473776387095,-2.5764514029372494,0.130360518644965,-2.3172565572247668,-1.0802314325248064
3.8648762301854345,-4.763575947436447,-4.298855199714944,0.05399270672636147,0.27606421779511553,-4.832281073934569,3.34354762966556,2.4249811496411238,5.468567136149136,-1.8400953685443264,-6.4502155416852265,-1.6781253452010054,1.8185364297284925,-4.047686784376092,-2.563360253314396
4.850966185932323,-2.760808193090989,-3.841047103490886,-1.6960711471736378,-0.0005339468426813765,0.25119249389218146,-0.8292977199795537,0.16297822576740595,4.987747424616932,0.48144452075239563,-6.983436905789253,-2.9729394939748075,0.03310107511162497,-3.7148565000811704,-1.1545664365925323
4.415081996358618,-6.872745080230674,-3.867107052802412,-0.6430822290722266,0.9659263316307596,-1.9188306241186743,1.6725727238218049,-0.3599979518313978,3.8388941720615595,-2.959994844428046,-2.8687909117481576,-0.4143925082560602,1.3658712834566313,-2.5603957399195947,-3.5499690496412697
2.5116003150288138,-1.7784167728795526,-4.111274850981179,-1.2279432912443518,-0.05948241795410647,-1.3365013508465127,2.59072148428935,-0.6868491717541283,3.524786703706428,-1.777884687581627,-2.7094557182117134,-2.3323861026453225,1.337061366590522,-1.8431778449128249,-2.2549476501277606
1.7858057030493713,-3.04804027590549,-4.452306020600173,-0.3900543055336344,0.10681789193158334,-2.179233143935465,2.628909550341812,0.3843420595411505,4.222145027073941,-1.8164893315217792,-2.7865676714728957,-1.8660123080019515,1.4851810454698422,-1.5338326411837555,-3.2635537703088997
5.040698388261627,-6.338827139296674,-3.7895027204452916,-0.7433912533785267,1.402368336578391,-0.9428383743477007,1.1804232372173322,-0.5566605402986802,4.617716433278211,-2.828679869560557,-3.5186461743046564,-1.1151802937573594,0.423056586313731,-1.8642418621460708,-3.9093772078818407
2.400971930820469,-4.134275357488794,-4.444473622758159,-0.4622000098648652,0.8344981608936066,-3.8112034693465726,1.4326046953876654,1.220764331598936,6.825676117734387,-1.2217023879957996,-6.990025317190382,-1.15634720978891,1.0327682682506762,-4.275178773104994,-3.288342836247815
