x1,x2,x3,y
2.333069717278704,3.8084957050159574,8.206013671051007,22.750827673790692
1.675954768434167,1.905683297663927,5.1387305189877095,17.417960650678594
0.8140878076665103,2.8665772918611765,4.560207466821286,16.62578359202193
1.9806000869721174,-4.210186323616654,1.0419291157734345,4.490611981011017
0.15195865416899323,-2.939134903717786,-3.0866657553984607,5.501559259713446
0.6044243508949876,4.234988107345998,7.400894295926012,17.08963019554927
2.130828285589814,4.873932967893779,9.988390869055914,22.81705651024812
3.089289403287694,-3.664372095372528,4.28024177001499,6.233011469727537
1.316041296813637,4.396436405368149,7.668102159424536,19.954420576413188
2.381619355874136,-3.3533280272968113,2.114986661859229,7.565090215738263
4.311594993341714,1.4553850586526096,9.408264148516702,21.74110018843985
0.7443931605666876,2.973838751204312,3.6465401207217405,17.382203045073837
0.9021503978874534,3.293002867139876,4.308765239772201,19.111407793493676
4.996366560226306,1.1631338484585285,12.182750770270022,21.314537714923375
4.208705911878496,-4.776034983806312,3.0989851625950195,9.545279198878122
0.7132452994119376,0.475483329501003,1.3873964248050465,12.710652165249378
1.724241932388395,3.1606084061786532,6.087024567197082,19.944463868794227
4.448127269279212,-2.0349298953078687,7.298065883424697,15.206225248589728
1.599241477670148,2.6292948774062097,6.412176561713406,18.731333704922836
3.5450791683979332,4.179237904027104,9.040365609845662,27.31977012612737
3.1407585949636996,-2.748572074342519,2.344434216955519,11.546800873085788
2.1908628300298005,-4.156887482386082,0.12887448062814877,5.53222183835557
1.6994801408145577,1.4917639386840165,6.364069014642317,13.661350314672287
4.665462935809046,1.1171555775217712,11.227327957943116,19.998642270858078
3.56477206107229,-4.139168378897011,3.7809891898961707,8.99140617350435
3.154259364819154,-3.619051896966994,2.0317505131208344,8.62852350970405
3.732247183797881,-3.166019720956683,2.428183494390574,13.836909013496342
0.5572514375671744,1.1731836525723338,2.5238057185334153,12.718768835848678
1.3664425758179277,2.7662910311482847,4.4943758101940485,19.238199669864542
0.4925904457923025,4.146225620061159,6.810255010299994,19.588451221048366
3.7876474135555327,2.4734596093185246,9.53417042481599,22.61988874200748
